Date,Price,Open,High,Low,Change %,
23-Dec-15,1.3826,1.3812,1.3875,1.3789,0.06%,12/23/2015
22-Dec-15,1.3818,1.3902,1.3928,1.3785,-0.65%,12/22/2015
21-Dec-15,1.3908,1.3918,1.398,1.3889,-0.25%,12/21/2015
18-Dec-15,1.3943,1.4017,1.4067,1.3879,-0.61%,12/18/2015
17-Dec-15,1.4029,1.3818,1.4094,1.3791,1.48%,12/17/2015
16-Dec-15,1.3825,1.39,1.3935,1.3731,-0.56%,12/16/2015
15-Dec-15,1.3903,1.3795,1.3966,1.3721,0.75%,12/15/2015
14-Dec-15,1.38,1.3875,1.397,1.3748,-0.80%,12/14/2015
11-Dec-15,1.3911,1.3729,1.3921,1.3725,1.29%,12/11/2015
10-Dec-15,1.3734,1.3827,1.3852,1.363,-0.71%,12/10/2015
9-Dec-15,1.3832,1.3854,1.3946,1.3793,-0.19%,12/9/2015
8-Dec-15,1.3858,1.3755,1.3918,1.3749,0.72%,12/8/2015
7-Dec-15,1.3759,1.3618,1.3786,1.3604,1.01%,12/7/2015
4-Dec-15,1.3621,1.3611,1.3739,1.3532,-0.01%,12/4/2015
3-Dec-15,1.3623,1.368,1.3734,1.3574,-0.42%,12/3/2015
2-Dec-15,1.3681,1.3648,1.3715,1.3615,0.20%,12/2/2015
1-Dec-15,1.3654,1.3833,1.385,1.3622,-1.30%,12/1/2015
30-Nov-15,1.3834,1.3879,1.395,1.3784,-0.47%,11/30/2015
27-Nov-15,1.39,1.3831,1.3921,1.3805,0.43%,11/27/2015
26-Nov-15,1.384,1.3785,1.3879,1.3765,0.36%,11/26/2015
25-Nov-15,1.379,1.3776,1.384,1.3721,0.07%,11/25/2015
24-Nov-15,1.378,1.3897,1.3922,1.3768,-0.86%,11/24/2015
23-Nov-15,1.39,1.3816,1.3968,1.3795,0.64%,11/23/2015
20-Nov-15,1.3811,1.3899,1.3923,1.3785,-0.64%,11/20/2015
19-Nov-15,1.39,1.4063,1.4083,1.3852,-1.17%,11/19/2015
18-Nov-15,1.4064,1.4059,1.4143,1.4041,0.01%,11/18/2015
17-Nov-15,1.4062,1.4086,1.4143,1.3996,-0.21%,11/17/2015
16-Nov-15,1.4091,1.4021,1.4127,1.4006,0.49%,11/16/2015
13-Nov-15,1.4022,1.4027,1.4076,1.3961,-0.07%,11/13/2015
12-Nov-15,1.4032,1.4154,1.4165,1.3972,-0.92%,11/12/2015
11-Nov-15,1.4163,1.4217,1.4238,1.4122,-0.42%,11/11/2015
10-Nov-15,1.4223,1.4186,1.4255,1.4146,0.23%,11/10/2015
9-Nov-15,1.419,1.419,1.4257,1.4136,0.02%,11/9/2015
6-Nov-15,1.4187,1.3992,1.4242,1.3939,1.34%,11/6/2015
5-Nov-15,1.3999,1.3984,1.4038,1.3939,0.07%,11/5/2015
4-Nov-15,1.3989,1.391,1.4016,1.3837,0.53%,11/4/2015
3-Nov-15,1.3915,1.3988,1.4007,1.3847,-0.56%,11/3/2015
2-Nov-15,1.3994,1.4045,1.4075,1.397,-0.09%,11/2/2015
30-Oct-15,1.4006,1.413,1.4144,1.398,-0.96%,10/30/2015
29-Oct-15,1.4142,1.4053,1.4156,1.4035,0.63%,10/29/2015
28-Oct-15,1.4054,1.3899,1.4123,1.3866,1.08%,10/28/2015
27-Oct-15,1.3904,1.3789,1.3936,1.3768,0.79%,10/27/2015
26-Oct-15,1.3795,1.3841,1.3879,1.3748,-0.47%,10/26/2015
23-Oct-15,1.386,1.3866,1.3897,1.3697,-0.11%,10/23/2015
22-Oct-15,1.3875,1.3858,1.3926,1.3808,0.06%,10/22/2015
21-Oct-15,1.3867,1.3767,1.3888,1.374,0.68%,10/21/2015
20-Oct-15,1.3773,1.3791,1.3811,1.3693,-0.13%,10/20/2015
19-Oct-15,1.3791,1.3772,1.3816,1.3678,0.14%,10/19/2015
16-Oct-15,1.3772,1.3635,1.3801,1.3617,0.93%,10/16/2015
15-Oct-15,1.3645,1.3691,1.3765,1.3572,-0.39%,10/15/2015
14-Oct-15,1.3699,1.3797,1.3897,1.3657,-0.77%,10/14/2015
13-Oct-15,1.3805,1.3581,1.3807,1.3572,1.63%,10/13/2015
12-Oct-15,1.3583,1.3637,1.3693,1.3537,-0.37%,10/12/2015
9-Oct-15,1.3633,1.3763,1.3803,1.3607,-1.02%,10/9/2015
8-Oct-15,1.3774,1.3866,1.3961,1.3746,-0.73%,10/8/2015
7-Oct-15,1.3875,1.3953,1.399,1.3814,-0.57%,10/7/2015
6-Oct-15,1.3955,1.411,1.4148,1.3928,-1.15%,10/6/2015
5-Oct-15,1.4117,1.4188,1.4203,1.4055,-0.50%,10/5/2015
2-Oct-15,1.4188,1.4219,1.4284,1.414,-0.27%,10/2/2015
1-Oct-15,1.4227,1.4237,1.4294,1.4106,-0.13%,10/1/2015
30-Sep-15,1.4246,1.4306,1.4321,1.4201,-0.48%,9/30/2015
29-Sep-15,1.4314,1.43,1.4422,1.4229,0.05%,9/29/2015
28-Sep-15,1.4307,1.4237,1.4328,1.4203,0.48%,9/28/2015
25-Sep-15,1.4238,1.4227,1.4332,1.419,0.02%,9/25/2015
24-Sep-15,1.4235,1.4276,1.4415,1.4188,-0.31%,9/24/2015
23-Sep-15,1.4279,1.4096,1.4316,1.4088,1.25%,9/23/2015
22-Sep-15,1.4103,1.4015,1.4175,1.3959,0.57%,9/22/2015
21-Sep-15,1.4023,1.391,1.4045,1.3879,0.81%,9/21/2015
18-Sep-15,1.391,1.3931,1.3963,1.3727,-0.22%,9/18/2015
17-Sep-15,1.394,1.3893,1.4018,1.3734,0.33%,9/17/2015
16-Sep-15,1.3894,1.3996,1.4042,1.3879,-0.77%,9/16/2015
15-Sep-15,1.4002,1.4008,1.4114,1.3949,-0.06%,9/15/2015
14-Sep-15,1.401,1.4114,1.4161,1.3974,-0.65%,9/14/2015
11-Sep-15,1.4101,1.4132,1.4222,1.4088,-0.27%,9/11/2015
10-Sep-15,1.4139,1.4245,1.44,1.4079,-0.77%,9/10/2015
9-Sep-15,1.4248,1.4241,1.4282,1.4138,-0.02%,9/9/2015
8-Sep-15,1.4251,1.4438,1.4444,1.4201,-1.32%,9/8/2015
7-Sep-15,1.4441,1.4438,1.4504,1.4378,-0.25%,9/7/2015
4-Sep-15,1.4477,1.4245,1.4479,1.4233,1.59%,9/4/2015
3-Sep-15,1.425,1.4203,1.4303,1.4148,0.30%,9/3/2015
2-Sep-15,1.4208,1.4245,1.4325,1.4178,-0.27%,9/2/2015
1-Sep-15,1.4247,1.4055,1.4265,1.3974,1.34%,9/1/2015
31-Aug-15,1.4058,1.3955,1.4123,1.3922,0.84%,8/31/2015
28-Aug-15,1.3941,1.3947,1.4045,1.3873,-0.09%,8/28/2015
27-Aug-15,1.3954,1.4033,1.409,1.3918,-0.62%,8/27/2015
26-Aug-15,1.4041,1.4023,1.4148,1.3961,0.09%,8/26/2015
25-Aug-15,1.4028,1.3961,1.404,1.3785,0.42%,8/25/2015
24-Aug-15,1.3969,1.3669,1.4171,1.3665,2.27%,8/24/2015
21-Aug-15,1.3659,1.363,1.3723,1.358,0.23%,8/21/2015
20-Aug-15,1.3628,1.3602,1.3729,1.3559,0.15%,8/20/2015
19-Aug-15,1.3608,1.3618,1.368,1.3552,-0.12%,8/19/2015
18-Aug-15,1.3624,1.3556,1.3665,1.3534,0.43%,8/18/2015
17-Aug-15,1.3566,1.3534,1.3626,1.3524,0.00%,8/17/2015
14-Aug-15,1.3566,1.358,1.3598,1.3508,-0.15%,8/14/2015
13-Aug-15,1.3587,1.3546,1.3663,1.3493,0.26%,8/13/2015
12-Aug-15,1.3552,1.3686,1.3859,1.3526,-1.02%,8/12/2015
11-Aug-15,1.3691,1.3483,1.3734,1.3437,1.49%,8/11/2015
10-Aug-15,1.349,1.3475,1.3603,1.3468,0.08%,8/10/2015
7-Aug-15,1.3479,1.3604,1.3639,1.3468,-0.98%,8/7/2015
6-Aug-15,1.3613,1.3587,1.3675,1.353,0.13%,8/6/2015
5-Aug-15,1.3595,1.3545,1.3637,1.3515,0.32%,8/5/2015
4-Aug-15,1.3551,1.3716,1.377,1.3454,-1.26%,8/4/2015
3-Aug-15,1.3724,1.3671,1.3777,1.3648,0.26%,8/3/2015
31-Jul-15,1.3689,1.3708,1.3825,1.357,-0.18%,7/31/2015
30-Jul-15,1.3713,1.3702,1.3786,1.3648,0.04%,7/30/2015
29-Jul-15,1.3707,1.362,1.374,1.3594,0.58%,7/29/2015
28-Jul-15,1.3628,1.3753,1.3784,1.3602,-0.92%,7/28/2015
27-Jul-15,1.3754,1.3732,1.3766,1.3644,0.16%,7/27/2015
24-Jul-15,1.3732,1.3591,1.3777,1.3578,1.02%,7/24/2015
23-Jul-15,1.3594,1.3552,1.3608,1.3472,0.26%,7/23/2015
22-Jul-15,1.3559,1.3472,1.3586,1.3437,0.60%,7/22/2015
21-Jul-15,1.3478,1.3559,1.3625,1.3417,-0.64%,7/21/2015
20-Jul-15,1.3565,1.3541,1.3653,1.351,0.00%,7/20/2015
17-Jul-15,1.3565,1.3503,1.3576,1.3472,0.44%,7/17/2015
16-Jul-15,1.3505,1.3548,1.3613,1.3439,-0.35%,7/16/2015
15-Jul-15,1.3553,1.3412,1.36,1.3348,0.99%,7/15/2015
14-Jul-15,1.342,1.3492,1.3543,1.3364,-0.59%,7/14/2015
13-Jul-15,1.35,1.3477,1.3546,1.3387,0.51%,7/13/2015
10-Jul-15,1.3431,1.3419,1.3512,1.333,0.02%,7/10/2015
9-Jul-15,1.3428,1.3454,1.3535,1.334,-0.24%,7/9/2015
8-Jul-15,1.346,1.341,1.3566,1.3401,0.31%,7/8/2015
7-Jul-15,1.3418,1.3328,1.3518,1.3321,0.65%,7/7/2015
6-Jul-15,1.3332,1.3344,1.3425,1.327,0.12%,7/6/2015
3-Jul-15,1.3316,1.3094,1.3319,1.3068,1.63%,7/3/2015
2-Jul-15,1.3103,1.3074,1.318,1.3053,0.16%,7/2/2015
1-Jul-15,1.3082,1.2967,1.3091,1.2917,0.84%,7/1/2015
30-Jun-15,1.2973,1.3014,1.306,1.2938,-0.38%,6/30/2015
29-Jun-15,1.3022,1.3106,1.3188,1.2958,-0.31%,6/29/2015
26-Jun-15,1.3062,1.2913,1.3109,1.2907,1.06%,6/26/2015
25-Jun-15,1.2925,1.2974,1.2997,1.289,-0.43%,6/25/2015
24-Jun-15,1.2981,1.2913,1.302,1.286,0.42%,6/24/2015
23-Jun-15,1.2927,1.2938,1.3028,1.29,-0.09%,6/23/2015
22-Jun-15,1.2939,1.288,1.2954,1.2821,0.54%,6/22/2015
19-Jun-15,1.2869,1.2819,1.2927,1.2798,0.36%,6/19/2015
18-Jun-15,1.2823,1.29,1.2971,1.2736,-0.65%,6/18/2015
17-Jun-15,1.2907,1.2893,1.3078,1.2862,0.05%,6/17/2015
16-Jun-15,1.29,1.2875,1.2955,1.2849,0.18%,6/16/2015
15-Jun-15,1.2877,1.2913,1.2988,1.2852,-0.45%,6/15/2015
12-Jun-15,1.2935,1.2888,1.3036,1.2878,0.31%,6/12/2015
11-Jun-15,1.2895,1.2875,1.2998,1.2829,0.06%,6/11/2015
10-Jun-15,1.2887,1.2995,1.3097,1.2837,-0.89%,6/10/2015
9-Jun-15,1.3003,1.2975,1.3081,1.295,0.14%,6/9/2015
8-Jun-15,1.2985,1.3111,1.3155,1.2957,-0.93%,6/8/2015
5-Jun-15,1.3107,1.2997,1.3162,1.2937,0.78%,6/5/2015
4-Jun-15,1.3005,1.2835,1.305,1.283,1.27%,6/4/2015
3-Jun-15,1.2842,1.2865,1.29,1.2784,-0.19%,6/3/2015
2-Jun-15,1.2866,1.3142,1.3156,1.283,-2.15%,6/2/2015
1-Jun-15,1.3149,1.3068,1.3164,1.3033,0.47%,6/1/2015
29-May-15,1.3088,1.3067,1.3115,1.3026,0.11%,5/29/2015
28-May-15,1.3074,1.2935,1.3127,1.288,1.04%,5/28/2015
27-May-15,1.294,1.2922,1.3013,1.2865,0.10%,5/27/2015
26-May-15,1.2927,1.2775,1.2943,1.275,1.15%,5/26/2015
25-May-15,1.278,1.2758,1.2816,1.2749,0.06%,5/25/2015
22-May-15,1.2772,1.2663,1.2806,1.2601,0.83%,5/22/2015
21-May-15,1.2667,1.269,1.2715,1.2631,-0.27%,5/21/2015
20-May-15,1.2701,1.2631,1.2723,1.2596,0.52%,5/20/2015
19-May-15,1.2635,1.2508,1.2649,1.2477,0.94%,5/19/2015
18-May-15,1.2517,1.2453,1.2542,1.2415,0.56%,5/18/2015
15-May-15,1.2447,1.2367,1.2513,1.2356,0.58%,5/15/2015
14-May-15,1.2375,1.2323,1.2403,1.2247,0.39%,5/14/2015
13-May-15,1.2327,1.2538,1.2572,1.2302,-1.68%,5/13/2015
12-May-15,1.2538,1.2669,1.2686,1.2494,-1.07%,5/12/2015
11-May-15,1.2673,1.2579,1.2699,1.2577,0.54%,5/11/2015
8-May-15,1.2605,1.2642,1.2727,1.2544,-0.33%,5/8/2015
7-May-15,1.2647,1.2542,1.2678,1.2488,0.78%,5/7/2015
6-May-15,1.2549,1.2587,1.2631,1.2446,-0.33%,5/6/2015
5-May-15,1.2591,1.2755,1.2831,1.2561,-1.32%,5/5/2015
4-May-15,1.2759,1.2752,1.2818,1.2729,0.18%,5/4/2015
1-May-15,1.2736,1.2645,1.2818,1.2621,0.68%,5/1/2015
30-Apr-15,1.265,1.2483,1.2719,1.2461,1.31%,4/30/2015
29-Apr-15,1.2487,1.2458,1.2538,1.2378,0.20%,4/29/2015
28-Apr-15,1.2462,1.2721,1.2767,1.245,-2.07%,4/28/2015
27-Apr-15,1.2725,1.2783,1.2838,1.2698,-0.52%,4/27/2015
24-Apr-15,1.2791,1.2849,1.2888,1.2747,-0.50%,4/24/2015
23-Apr-15,1.2855,1.2892,1.297,1.2829,-0.31%,4/23/2015
22-Apr-15,1.2895,1.2967,1.2984,1.2802,-0.59%,4/22/2015
21-Apr-15,1.2971,1.2938,1.3018,1.289,0.21%,4/21/2015
20-Apr-15,1.2944,1.2749,1.2979,1.2742,0.65%,4/20/2015
17-Apr-15,1.286,1.2814,1.2897,1.2744,0.35%,4/17/2015
16-Apr-15,1.2815,1.3012,1.3037,1.2776,-1.57%,4/16/2015
15-Apr-15,1.3019,1.311,1.3209,1.298,-0.72%,4/15/2015
14-Apr-15,1.3114,1.3172,1.3237,1.3067,-0.47%,4/14/2015
13-Apr-15,1.3176,1.3021,1.3239,1.3004,1.24%,4/13/2015
10-Apr-15,1.3014,1.2992,1.3106,1.2945,0.12%,4/10/2015
9-Apr-15,1.2998,1.3011,1.3056,1.2915,-0.13%,4/9/2015
8-Apr-15,1.3015,1.3098,1.3102,1.2933,-0.65%,4/8/2015
7-Apr-15,1.31,1.3161,1.32,1.2962,-0.56%,4/7/2015
6-Apr-15,1.3174,1.3116,1.3195,1.3034,0.54%,4/6/2015
3-Apr-15,1.3103,1.3168,1.3212,1.2995,-0.53%,4/3/2015
2-Apr-15,1.3173,1.3151,1.3277,1.3135,0.11%,4/2/2015
1-Apr-15,1.3158,1.3142,1.3192,1.3043,0.08%,4/1/2015
31-Mar-15,1.3147,1.3057,1.3175,1.3043,0.64%,3/31/2015
30-Mar-15,1.3064,1.2903,1.3105,1.287,1.27%,3/30/2015
27-Mar-15,1.29,1.277,1.2923,1.2747,0.99%,3/27/2015
26-Mar-15,1.2774,1.2742,1.282,1.2676,0.21%,3/26/2015
25-Mar-15,1.2747,1.2692,1.2776,1.2644,0.40%,3/25/2015
24-Mar-15,1.2696,1.2681,1.2759,1.2591,0.06%,3/24/2015
23-Mar-15,1.2689,1.2847,1.2879,1.265,-1.35%,3/23/2015
20-Mar-15,1.2863,1.3068,1.3094,1.2807,-1.62%,3/20/2015
19-Mar-15,1.3075,1.2858,1.3144,1.2804,1.60%,3/19/2015
18-Mar-15,1.2869,1.3127,1.3175,1.2744,-1.97%,3/18/2015
17-Mar-15,1.3127,1.3084,1.315,1.3038,0.30%,3/17/2015
16-Mar-15,1.3088,1.3091,1.3138,1.3014,-0.05%,3/16/2015
13-Mar-15,1.3094,1.2962,1.3149,1.2957,0.92%,3/13/2015
12-Mar-15,1.2974,1.316,1.3204,1.293,-1.47%,3/12/2015
11-Mar-15,1.3167,1.3108,1.323,1.3075,0.40%,3/11/2015
10-Mar-15,1.3114,1.2982,1.3153,1.2957,0.99%,3/10/2015
9-Mar-15,1.2985,1.2974,1.3013,1.2913,0.22%,3/9/2015
6-Mar-15,1.2956,1.2847,1.2987,1.2739,0.82%,3/6/2015
5-Mar-15,1.285,1.2789,1.29,1.275,0.45%,3/5/2015
4-Mar-15,1.2792,1.2784,1.2833,1.2716,-0.02%,3/4/2015
3-Mar-15,1.2795,1.287,1.2906,1.274,-0.62%,3/3/2015
2-Mar-15,1.2875,1.2753,1.2894,1.2737,0.57%,3/2/2015
27-Feb-15,1.2802,1.2814,1.2859,1.2757,-0.14%,2/27/2015
26-Feb-15,1.282,1.2677,1.2846,1.2631,1.10%,2/26/2015
25-Feb-15,1.268,1.2765,1.2787,1.2649,-0.69%,2/25/2015
24-Feb-15,1.2768,1.2809,1.2928,1.2752,-0.38%,2/24/2015
23-Feb-15,1.2817,1.274,1.2852,1.2731,0.53%,2/23/2015
20-Feb-15,1.2749,1.2829,1.2841,1.2732,-0.65%,2/20/2015
19-Feb-15,1.2833,1.2801,1.2893,1.2745,0.25%,2/19/2015
18-Feb-15,1.2801,1.2784,1.2865,1.2753,0.07%,2/18/2015
17-Feb-15,1.2792,1.2865,1.2911,1.2765,-0.57%,2/17/2015
16-Feb-15,1.2865,1.2873,1.2908,1.2824,-0.06%,2/16/2015
13-Feb-15,1.2873,1.2922,1.2946,1.2829,-0.43%,2/13/2015
12-Feb-15,1.2928,1.295,1.3084,1.2849,-0.21%,2/12/2015
11-Feb-15,1.2955,1.2867,1.2998,1.2824,0.66%,2/11/2015
10-Feb-15,1.287,1.2821,1.291,1.2747,0.43%,2/10/2015
9-Feb-15,1.2815,1.287,1.2914,1.2757,-0.09%,2/9/2015
6-Feb-15,1.2826,1.2821,1.2861,1.269,0.02%,2/6/2015
5-Feb-15,1.2824,1.2897,1.2933,1.2773,-0.58%,2/5/2015
4-Feb-15,1.2899,1.2834,1.2919,1.2734,0.52%,2/4/2015
3-Feb-15,1.2832,1.2812,1.3114,1.2734,0.13%,2/3/2015
2-Feb-15,1.2815,1.2923,1.2939,1.2765,-0.45%,2/2/2015
30-Jan-15,1.2873,1.2883,1.2937,1.2819,-0.10%,1/30/2015
29-Jan-15,1.2886,1.2676,1.2956,1.2644,1.65%,1/29/2015
28-Jan-15,1.2677,1.2594,1.2686,1.2453,0.62%,1/28/2015
27-Jan-15,1.2599,1.2615,1.2655,1.2533,-0.15%,1/27/2015
26-Jan-15,1.2618,1.2665,1.2732,1.2596,-0.22%,1/26/2015
23-Jan-15,1.2646,1.2455,1.2693,1.2418,1.49%,1/23/2015
22-Jan-15,1.246,1.2366,1.2509,1.2285,0.74%,1/22/2015
21-Jan-15,1.2368,1.2235,1.238,1.2139,1.05%,1/21/2015
20-Jan-15,1.2239,1.2177,1.2257,1.2162,0.50%,1/20/2015
19-Jan-15,1.2178,1.216,1.2201,1.2127,0.20%,1/19/2015
16-Jan-15,1.2154,1.2168,1.2246,1.2108,-0.18%,1/16/2015
15-Jan-15,1.2176,1.2265,1.2297,1.205,-0.76%,1/15/2015
14-Jan-15,1.2269,1.2243,1.24,1.2209,0.19%,1/14/2015
13-Jan-15,1.2246,1.2256,1.2304,1.2194,-0.11%,1/13/2015
12-Jan-15,1.226,1.2182,1.2299,1.2108,0.59%,1/12/2015
9-Jan-15,1.2188,1.2308,1.234,1.2174,-0.99%,1/9/2015
8-Jan-15,1.231,1.2373,1.239,1.2291,-0.54%,1/8/2015
7-Jan-15,1.2377,1.2369,1.2451,1.2352,0.06%,1/7/2015
6-Jan-15,1.2369,1.237,1.2373,1.2252,-0.02%,1/6/2015
5-Jan-15,1.2371,1.2375,1.2446,1.2327,0.07%,1/5/2015
2-Jan-15,1.2362,1.2217,1.2377,1.2213,1.15%,1/2/2015
1-Jan-15,1.2222,1.2247,1.226,1.2212,-0.15%,1/1/2015
31-Dec-14,1.224,1.2217,1.2259,1.2168,0.16%,12/31/2014
30-Dec-14,1.2221,1.2291,1.2313,1.2183,-0.62%,12/30/2014
29-Dec-14,1.2297,1.2317,1.2332,1.2244,-0.17%,12/29/2014
26-Dec-14,1.2318,1.2317,1.234,1.229,-0.03%,12/26/2014
25-Dec-14,1.2322,1.2329,1.2345,1.2293,-0.11%,12/25/2014
24-Dec-14,1.2336,1.2335,1.2353,1.2305,-0.03%,12/24/2014
23-Dec-14,1.234,1.229,1.2367,1.2273,0.39%,12/23/2014
22-Dec-14,1.2292,1.2276,1.231,1.2228,0.10%,12/22/2014
19-Dec-14,1.228,1.2246,1.2315,1.22,0.27%,12/19/2014
18-Dec-14,1.2247,1.2306,1.2321,1.2185,-0.50%,12/18/2014
17-Dec-14,1.2309,1.2167,1.2338,1.2134,1.16%,12/17/2014
16-Dec-14,1.2168,1.217,1.2195,1.208,-0.10%,12/16/2014
15-Dec-14,1.218,1.2123,1.2195,1.2089,0.43%,12/15/2014
12-Dec-14,1.2128,1.2089,1.2162,1.2044,0.33%,12/12/2014
11-Dec-14,1.2088,1.2021,1.2175,1.1935,0.54%,12/11/2014
10-Dec-14,1.2023,1.2057,1.21,1.1973,-0.29%,12/10/2014
9-Dec-14,1.2058,1.2057,1.2162,1.194,0.00%,12/9/2014
8-Dec-14,1.2058,1.2051,1.2107,1.2011,0.40%,12/8/2014
5-Dec-14,1.201,1.192,1.2029,1.191,0.68%,12/5/2014
4-Dec-14,1.1929,1.1896,1.197,1.186,0.28%,12/4/2014
3-Dec-14,1.1896,1.1839,1.1927,1.1808,0.45%,12/3/2014
2-Dec-14,1.1843,1.1773,1.1864,1.17,0.56%,12/2/2014
1-Dec-14,1.1777,1.1769,1.1881,1.1714,0.23%,12/1/2014
28-Nov-14,1.175,1.1701,1.1786,1.1695,0.41%,11/28/2014
27-Nov-14,1.1702,1.1695,1.1729,1.1601,0.02%,11/27/2014
26-Nov-14,1.17,1.1718,1.1792,1.1669,-0.19%,11/26/2014
25-Nov-14,1.1722,1.1602,1.1751,1.1597,1.03%,11/25/2014
24-Nov-14,1.1603,1.1534,1.163,1.149,0.60%,11/24/2014
21-Nov-14,1.1534,1.1596,1.1625,1.1459,-0.59%,11/21/2014
20-Nov-14,1.1603,1.1601,1.1676,1.1566,0.00%,11/20/2014
19-Nov-14,1.1603,1.1467,1.1625,1.1461,1.19%,11/19/2014
18-Nov-14,1.1466,1.1481,1.1523,1.1427,-0.15%,11/18/2014
17-Nov-14,1.1483,1.1421,1.1501,1.1368,0.44%,11/17/2014
14-Nov-14,1.1433,1.1461,1.1566,1.1392,-0.29%,11/14/2014
13-Nov-14,1.1466,1.1465,1.153,1.1404,-0.03%,11/13/2014
12-Nov-14,1.1469,1.1511,1.1542,1.143,-0.38%,11/12/2014
11-Nov-14,1.1513,1.1597,1.1642,1.1463,-0.74%,11/11/2014
10-Nov-14,1.1599,1.1575,1.1617,1.1511,0.15%,11/10/2014
7-Nov-14,1.1582,1.1678,1.171,1.1545,-0.86%,11/7/2014
6-Nov-14,1.1683,1.1629,1.1692,1.1586,0.39%,11/6/2014
5-Nov-14,1.1638,1.144,1.1677,1.1408,1.70%,11/5/2014
4-Nov-14,1.1443,1.1518,1.1564,1.1423,-0.67%,11/4/2014
3-Nov-14,1.152,1.1431,1.1526,1.1409,1.35%,11/3/2014
31-Oct-14,1.1366,1.1317,1.1414,1.1293,0.41%,10/31/2014
30-Oct-14,1.132,1.136,1.1427,1.1308,-0.41%,10/30/2014
29-Oct-14,1.1367,1.1291,1.1394,1.1217,0.66%,10/29/2014
28-Oct-14,1.1293,1.136,1.137,1.1255,-0.60%,10/28/2014
27-Oct-14,1.1361,1.1368,1.1378,1.1329,-0.08%,10/27/2014
24-Oct-14,1.137,1.1412,1.1469,1.1326,-0.39%,10/24/2014
23-Oct-14,1.1414,1.1391,1.1431,1.1349,0.18%,10/23/2014
22-Oct-14,1.1393,1.1384,1.1426,1.1338,0.01%,10/22/2014
21-Oct-14,1.1392,1.1382,1.1404,1.1316,0.05%,10/21/2014
20-Oct-14,1.1386,1.1429,1.1438,1.1355,-0.45%,10/20/2014
17-Oct-14,1.1437,1.1417,1.1449,1.1344,0.15%,10/17/2014
16-Oct-14,1.142,1.1324,1.1511,1.1319,0.83%,10/16/2014
15-Oct-14,1.1326,1.1476,1.1533,1.1283,-1.31%,10/15/2014
14-Oct-14,1.1476,1.1396,1.1503,1.1344,0.65%,10/14/2014
13-Oct-14,1.1402,1.1498,1.156,1.1374,-0.99%,10/13/2014
10-Oct-14,1.1516,1.1386,1.1522,1.1377,1.15%,10/10/2014
9-Oct-14,1.1385,1.1305,1.1416,1.1232,0.66%,10/9/2014
8-Oct-14,1.131,1.1335,1.145,1.1292,-0.27%,10/8/2014
7-Oct-14,1.1341,1.1409,1.146,1.1316,-0.62%,10/7/2014
6-Oct-14,1.1412,1.1525,1.156,1.1382,-1.00%,10/6/2014
3-Oct-14,1.1527,1.1358,1.1572,1.1351,1.48%,10/3/2014
2-Oct-14,1.1359,1.1444,1.1464,1.1322,-0.74%,10/2/2014
1-Oct-14,1.1444,1.1432,1.1543,1.1422,0.09%,10/1/2014
30-Sep-14,1.1434,1.1469,1.1503,1.14,-0.31%,9/30/2014
29-Sep-14,1.147,1.1401,1.1521,1.139,0.53%,9/29/2014
26-Sep-14,1.1409,1.1379,1.1433,1.1343,0.25%,9/26/2014
25-Sep-14,1.1381,1.1252,1.1397,1.1245,1.09%,9/25/2014
24-Sep-14,1.1258,1.1311,1.1315,1.1233,-0.48%,9/24/2014
23-Sep-14,1.1312,1.1266,1.1323,1.1196,0.37%,9/23/2014
22-Sep-14,1.127,1.1201,1.1298,1.1169,0.60%,9/22/2014
19-Sep-14,1.1203,1.1119,1.1215,1.1102,0.73%,9/19/2014
18-Sep-14,1.1122,1.1154,1.1202,1.1111,-0.35%,9/18/2014
17-Sep-14,1.1161,1.0995,1.1173,1.0988,1.50%,9/17/2014
16-Sep-14,1.0996,1.1075,1.1123,1.097,-0.74%,9/16/2014
15-Sep-14,1.1078,1.1088,1.1131,1.1045,0.14%,9/15/2014
12-Sep-14,1.1063,1.0985,1.1076,1.0972,0.67%,9/12/2014
11-Sep-14,1.0989,1.0917,1.1003,1.0845,0.62%,9/11/2014
10-Sep-14,1.0921,1.0859,1.0975,1.0846,0.50%,9/10/2014
9-Sep-14,1.0867,1.0772,1.0884,1.0761,0.85%,9/9/2014
8-Sep-14,1.0775,1.067,1.0781,1.0664,1.05%,9/8/2014
5-Sep-14,1.0663,1.0693,1.0718,1.0634,-0.32%,9/5/2014
4-Sep-14,1.0697,1.0693,1.072,1.0642,-0.01%,9/4/2014
3-Sep-14,1.0698,1.0782,1.0799,1.0691,-0.77%,9/3/2014
2-Sep-14,1.0781,1.0716,1.0791,1.0705,0.61%,9/2/2014
1-Sep-14,1.0716,1.0719,1.0733,1.0688,0.07%,9/1/2014
29-Aug-14,1.0709,1.0686,1.0715,1.0676,0.19%,8/29/2014
28-Aug-14,1.0689,1.071,1.0716,1.0663,-0.21%,8/28/2014
27-Aug-14,1.0711,1.0742,1.0749,1.0688,-0.32%,8/27/2014
26-Aug-14,1.0745,1.0753,1.0785,1.0711,-0.10%,8/26/2014
25-Aug-14,1.0756,1.073,1.0764,1.072,0.19%,8/25/2014
22-Aug-14,1.0736,1.0746,1.076,1.0714,-0.14%,8/22/2014
21-Aug-14,1.0751,1.0768,1.0821,1.0737,-0.16%,8/21/2014
